timestamp,head_pitch,head_yaw,head_roll,mouth_open,mouth_width,left_eyelid,right_eyelid,left_pupil_x,left_pupil_y,right_pupil_x,right_pupil_y
0.492,8.12220790348647,-1.529125793031762,1.4288810213557945,0.004756152629852295,0.5301917272790109,0.2594733238220215,0.23127436637878418,-0.00431223621408412,-0.00960250296331009,0.011248289175103766,-0.010146283381527472
0.681,8.614731277137183,-1.0719757566054051,1.439264947037885,0.004549086093902588,0.534136801744923,0.2666643261909485,0.21941274404525757,-0.00421499507952209,-0.009351531136376013,0.01095086939136132,-0.01092803605869241
0.719,9.362051888431534,-0.3508930199833847,1.4071773581713887,0.004471359252929687,0.5343532525537245,0.28846375644207,0.21144531667232513,-0.004352564477395482,-0.009071645830410074,0.01022311482318056,-0.012400073023684849
0.812,9.622794713705984,-0.025008905888562392,1.3239709824314074,0.004655403709411621,0.5303090800493278,0.29351798817515373,0.22354086861014366,-0.005028361510940754,-0.008074744124664258,0.010270848743634629,-0.012217900370031787
0.879,9.83256724376602,0.21656046144075689,1.3455417207064766,0.0042833021545410155,0.5300795906427193,0.31387164257466793,0.23779968731105328,-0.005708921275024094,-0.006214029459417678,0.010428430137715055,-0.012923552709642402
0.948,9.881975828847157,0.11505397914661045,1.343802155483564,0.004311487327575684,0.5276822556219698,0.3049237234517932,0.2454744791612029,-0.0062388480809032806,-0.00600554938590636,0.010802074556873242,-0.013387811591844042
1.012,9.772881294900472,0.24934646849463613,1.3699774683445627,0.0040033997100830075,0.5364765146504578,0.2918377867899835,0.23862297413870692,-0.004595714763661462,-0.005939261647507301,0.009380173875595052,-0.014009944784317517
1.08,9.206703721385912,-0.4060478472764135,1.5104865412749984,0.004782817403564453,0.5373000464213094,0.30712799984030426,0.2379479759838432,-0.0035288894256164877,-0.005226296918573754,0.0073437792491181965,-0.013358489140020897
1.148,9.13560375721185,0.5804425852353589,1.523918639900234,0.0039285388152160644,0.5368502387014479,0.3026533959200606,0.2524493512464687,-0.003242024964672627,-0.004834156606703499,0.006108544730149051,-0.012408388475472997
1.215,8.934968963197488,1.2276540491890635,1.542200105878083,0.0015714155260864258,0.5453578553963236,0.30758772481931373,0.25853387400275096,-0.002813394899395424,-0.004703886578453916,0.0049251129495448565,-0.01212120753230877
1.28,8.535585803712703,1.672674632807278,1.5691969294088361,0.0006285662104345704,0.5542376853314614,0.29866056735045277,0.26558514378848486,-0.002377605809413846,-0.004266306188447983,0.00339817420641062,-0.011454128121831346
1.348,7.684583093867095,1.0194474032725844,1.584577591903575,0.00025142648417382816,0.5352386129626787,0.24554797557357233,0.16078082691819873,-0.0007294346843352859,-0.0033866242577494936,-0.00048531831969614043,-0.02880839955538038
1.415,7.15356541444214,0.16427051856884878,1.5477024694431782,0.00010057059366953127,0.5347959432297283,0.2681717701125308,0.1747797328789602,-0.0008867662030192329,-0.002677528908079179,0.002284104764199299,-0.022903248164944115
1.48,7.2912369061205125,-0.30839759773154973,1.2721345900789072,0.005796427597361611,0.5480474796813972,0.28566705323100905,0.21359763535656384,-0.001997071335173167,-0.0034033920802246822,0.0039520456253838284,-0.02079474027082084
1.547,8.059158234878057,-0.5693297588365733,1.0971891747599196,0.1841092209298443,0.5590027533639784,0.28444402981222083,0.23794244722921576,-0.002416361460820002,-0.004285704282195344,0.00501794814149619,-0.01901820765144175
1.616,8.578471804261046,-1.1877064056671491,1.0064672629781928,0.31880349319295215,0.5693482214990092,0.2697479405424019,0.24722194173136813,-0.0018695720947062113,-0.005774919868526416,0.005850645273816634,-0.016749638552591015
1.683,8.719967722598458,-1.2381762096182602,0.8901754073826463,0.41409307877666207,0.5568590894671971,0.26143936705693704,0.25355684507985643,-0.0013559842018516538,-0.0062675412851946576,0.00632165851854231,-0.016144822372119186
1.748,8.709380291998915,-1.5734403185914267,0.856080448560165,0.47405872408726396,0.5520222569561493,0.2709595779185747,0.2579962598736074,-0.001396334235868637,-0.005763448095510641,0.006831456939534986,-0.01593661221185816
1.819,8.68490592656714,-1.4991865447405535,0.8237995284890519,0.5020350363420589,0.5431541328372447,0.2737798501851785,0.27117189702664746,-0.0014864577295199083,-0.005107980806375888,0.007013191734751248,-0.015388434859371152
1.868,8.68528687717947,-1.420017854361565,0.7622280053050305,0.5111786781377452,0.5502903098016331,0.27514111050976453,0.27013061909514136,-0.0017872469835099195,-0.004761581996219715,0.007058245346557948,-0.015279424860054663
1.916,8.804488688513581,-1.9453661815409868,0.8204337761417319,0.4733255528858049,0.5663911401730308,0.27448719267553656,0.2733251376382384,-0.0015012324876647449,-0.0055117313360880365,0.00710894799034361,-0.014203114084623766
1.969,8.965214062638468,-1.455813508915763,0.7287259693561916,0.3889207253237861,0.5678477992221809,0.2824488556608884,0.27368202425201105,-0.001240697509472412,-0.004870565460801927,0.007037737408168095,-0.01362951696148339
2.016,9.190073455619098,-1.0192104979366459,0.7063022071840095,0.30743854083141875,0.5701233412803862,0.2841060000769957,0.2762947212515243,-0.0010058818791561076,-0.0050990654662509995,0.006849069408033008,-0.013076827881614453
2.068,8.917567001022126,-0.8915041482345294,0.6302517959380192,0.23696000114091711,0.5764489742130974,0.27867757469975274,0.2664833133845512,-0.0012465580822396082,-0.004887871242374059,0.006701057388970576,-0.01237770478132634
2.116,8.801681058484181,-0.6314530815592942,0.588737046354374,0.1583552151322702,0.5687506486784761,0.29197376564424893,0.25881731835151633,-0.0017327570946529965,-0.004624959266088689,0.006841333804925664,-0.012370112999405224
2.168,8.766492079129003,-0.3748036665019814,0.617465423458905,0.06376766321660436,0.5715145557296233,0.2929647842808647,0.24426859779727916,-0.0019290572554265704,-0.00493737555925277,0.006313147912772505,-0.013183221373094908
2.216,8.820560634519332,0.15836599148679253,0.618221726788439,0.025507065286641747,0.5689255886007158,0.2916289408884487,0.24226895055955877,-0.0020441046629402575,-0.0051242610117194776,0.006204707847997011,-0.013037317724367442
2.268,8.763344709048374,0.7122399438018108,0.6394529162207425,0.010503233524324668,0.5738424656130162,0.28332059780170726,0.24728979210946078,-0.0023711500919742137,-0.0058674855507289585,0.005916349992570481,-0.013639227045995099
2.32,8.35505602173606,1.2159516284291572,0.5770155918298709,0.004688203752900033,0.5726529484992579,0.3042379279902091,0.2432428078894472,-0.0027256644057492238,-0.006062884173095265,0.006127035955974148,-0.014249250185327864
2.368,7.787681131542136,2.6483351219559434,0.3790118847598829,0.0018752815011600134,0.5768374724153923,0.29585675696385455,0.23804179216646432,-0.0036731286242396724,-0.006631507577329715,0.005782992383304507,-0.013047405227081262
2.42,7.181898061502989,5.29276414518851,0.10450615870103186,0.0007501126004640054,0.5756135738340967,0.27647533168322125,0.20354087842118382,-0.005483619053856848,-0.0070649178384071315,0.006082606767799321,-0.012278672836469984
2.468,6.438790044288672,8.838130209720926,-0.18635907855102352,0.0018485737114502505,0.572748256924073,0.2049459921813323,0.16161946302956165,-0.007081882931015736,-0.010174084416368051,0.0055921657825600555,-0.016050206469554434
2.52,5.581652027060477,13.189786506091972,-0.4772304259027663,0.005974922667716086,0.542394783681066,0.11697450814129481,0.09222938540729791,-0.005950949464377007,-0.03455473024297338,0.003944986068226437,-0.04404899653427395
2.567,5.123116051828388,17.159590183093517,-0.9045958141549757,0.005101324753274178,0.530234448206093,0.09791006414831464,0.07029868127481595,-0.004981481126760734,-0.03723903974884231,0.0013512229889052119,-0.07059533662703468
2.62,5.11149716805546,20.780866718659205,-1.1864913363726792,0.0032214171235997106,0.525604202163986,0.13797188683718833,0.10088104487248488,-0.0022874212927103416,-0.028962381917423584,0.00022690135659910273,-0.06751191055861568
2.668,5.129792763378551,23.781087817930377,-1.595717267876971,0.002802047989576603,0.5198958120609737,0.186263446432205,0.1611761176625303,-0.0011916779740271982,-0.023102716739525398,0.001508262408446624,-0.05821870202796944
2.72,5.332343902662914,26.091713046826044,-1.8783853649475837,0.0011208191958306413,0.5189968251119992,0.2018041036634902,0.20629008233742968,-0.0003486721335961118,-0.01803307783540659,0.002785050326219017,-0.04932749489754353
2.772,5.4636218412592825,28.015103795751802,-2.0761461775610237,0.00044832767833225657,0.5258481638250045,0.20798060407783886,0.22250334233143457,-0.002666003881819042,-0.014668880775628444,0.0040034148844555525,-0.04251652775324082
2.822,5.087630296582534,28.89889354648205,-2.273144593568545,0.00017933107133290263,0.5240020045672686,0.1695905780322666,0.19067158207346263,-0.004418671616976469,-0.013785459430195738,0.003970654473607426,-0.0392016164702735
2.872,4.285341750701925,28.356316780282267,-2.5026862630057,0.0007710737256828192,0.5248161808366668,0.1405506658319292,0.14954710952962072,-0.005112268620495897,-0.015889285634426202,0.003418732098494881,-0.039752083872359054
2.92,4.226651388658735,26.22106324598231,-2.3570140105030717,0.0003084294902731277,0.535062610472428,0.14625844000596094,0.1176462816820772,-0.006224919408783152,-0.015417178888977832,0.0030077004597740876,-0.038807721721576045
2.972,4.345479118070015,22.45339100416063,-1.9761962529461716,0.00012337179610925108,0.5338154114216588,0.18917618512520337,0.12219271300366677,-0.006219974031589729,-0.014194170601429808,0.0022177736038670685,-0.03645676745500041
3.02,-65.3638212199748,13.333281716456076,-1.8953091280332326,4.9348718443700435e-05,0.5419430878960463,0.22444366573993935,0.15896628915335315,-0.006622092485326083,-0.011935131442621667,0.00281490713896323,-0.0322856312619659
3.072,-50.38970775411805,8.710971820904103,-1.5275348394989237,0.0023459299590266503,0.5556790190360354,0.2384260255083669,0.18571799307597467,-0.005724039469449707,-0.010454070379579124,0.0025144817197198877,-0.02882316086638896
3.12,-38.81959407650341,3.4694048231462484,-1.1660813324272952,0.0024116199885239904,0.5742562225644183,0.24361118465588633,0.20649465575582182,-0.004613436599609653,-0.008150875700373018,0.0027611040610992506,-0.025184424973710595
3.172,-28.822315579177964,-1.8203377493598851,-0.9000190397889618,0.00268716262477361,0.5834384230946861,0.23114405468069585,0.22182451017084914,-0.002753692453077853,-0.007169552089004065,0.0026804569738107208,-0.022051108651856468
3.224,-90.79110416454587,-5.387577350455684,-1.1602023340925554,0.003167882151197286,0.5740111418802382,0.25246392883342045,0.23877107266278663,-0.0022508608913392363,-0.0058362005250195475,0.001269061842562212,-0.019938735754764507
3.273,-142.2937426053816,-10.709899740779031,-0.6575535380513756,0.0038097081926627523,0.5678143053614024,0.2762419541551746,0.2637971598093291,-0.0008120275908876135,-0.005896734334786672,7.900161290656305e-05,-0.01712389626325874
3.325,-111.64460574227031,-15.233395414498693,-0.06071151537896036,0.001523883277065101,0.5601724007779775,0.28935077587138003,0.279747901270021,0.0007767622725326038,-0.006092221685662671,-0.0011490493211440947,-0.015480532047897861
3.372,-87.26799318675577,-18.935558489889907,0.5548755076631946,0.0006095533108260405,0.5529549380952737,0.3060332079697171,0.2783435870752876,0.0019088949600943573,-0.0063597209752794485,-0.0025498403899340484,-0.015196294083329018
3.424,-139.3776665068567,-21.823859170726113,0.8078450857887964,0.000510969342213717,0.5614530213698796,0.31459674934389786,0.280654146748093,0.002418988775023059,-0.007001833732524762,-0.004019373577795356,-0.013324547315465077
3.472,-181.0143165407457,-24.05304904673015,0.9677606661609884,0.0027124319797443737,0.5718654677251652,0.31245582153321605,0.2779416811850206,0.0030764128676980104,-0.007027376763170987,-0.00538512954690602,-0.012831554743903989
3.524,-212.81073991966298,-26.227765188140882,0.3629490468920768,0.0052733315756196735,0.578124167184482,0.31231310392380407,0.2871825581981011,0.0031499733730510574,-0.006641634672587254,-0.005552654132676775,-0.011360161312355696
3.573,-239.78023053004617,-26.243945314842986,0.4563807078279435,0.003916426250548163,0.5797131890423289,0.3106547714519533,0.27522843510872463,0.003429440299195692,-0.0059148007648246875,-0.0056054874031374385,-0.011376532290991098
3.624,-261.3200673693446,-24.984894563324538,0.5283414338097129,0.004340332249486843,0.5903314130856625,0.27818626767635507,0.26479562834385206,0.002853729906114789,-0.004993771594816529,-0.003984859017800769,-0.0113151684221309
3.676,-206.9780377197667,-22.468956055352713,0.7132307544662646,0.003920881549391905,0.5690466701541517,0.2999380559039124,0.2780432537967124,0.001747382111070792,-0.004760730460438905,-0.003067107699641841,-0.010455660382009567
3.723,-163.50161214980912,-19.426630571032895,1.0041625724425953,0.0015683526197567623,0.5658907104670862,0.30546592326521915,0.2753264226403911,0.0020395727827000037,-0.004265517715228334,-0.002504605095932113,-0.010755998538223758
3.776,-128.88405912046258,-15.467103693161087,1.1705775029169767,0.0010087511698204294,0.5643242609206977,0.32720201537787935,0.27592095324829613,-7.630657945202125e-05,-0.0039902376530622395,-0.00035530886674355554,-0.01096552792808804
3.824,-101.46547998149325,-11.568201559231127,1.296643852889188,0.0005953678194601542,0.562282119813756,0.3269642259964348,0.26015268062271374,-0.0009889364151292094,-0.004192087961751012,0.00023823083440910147,-0.011387413720708471
3.877,-79.96181810193488,-8.119036618438503,1.4070073023212966,0.0002381471277840617,0.5520184235267204,0.31271634828493006,0.2631437097724164,-0.002232578639959349,-0.00544620412397148,0.00012544913977371975,-0.01225850880411437
3.924,-62.28133548346758,-4.995234551277839,1.4317986309719228,9.525885111362469e-05,0.5516153731591583,0.31128733521424234,0.2720060604182822,-0.0024224292810419374,-0.005457037165786398,0.000791052994022898,-0.010873593399529254
3.976,-116.18492859908545,-10.74737848012137,0.1628158127215933,3.810354044544988e-05,0.5534150981140176,0.30985340061645955,0.27992708769281416,-0.003065913299021715,-0.005344792614652611,0.0022268728774160573,-0.010856396839852256
4.024,-91.52365982608593,-6.751133303346391,0.32349520315882135,1.5241416178179952e-05,0.5577076112833237,0.31491629572143776,0.2744357947848226,-0.0032499699852372053,-0.005627941625494041,0.003919784516948938,-0.010511700866900576
4.076,-71.83163665558901,-3.3900452918174135,0.47714134995996565,0.0001713206417886548,0.5487278243148206,0.3245117877494823,0.27930106542219646,-0.0041184208728395795,-0.005968388669923491,0.005202345593906612,-0.010676703043421457
4.129,-55.24189388127309,0.293779958249925,0.6661331238840629,0.00016490896731726856,0.5472610637061429,0.32821340434608515,0.2827383370285726,-0.004282077359661436,-0.006490776525017576,0.006187705478110465,-0.011728274955070495
4.177,-42.79457012624126,2.7374405426998014,0.7043217778061737,6.596358692690743e-05,0.5439602830575614,0.32570145067005185,0.2713168308678019,-0.004668939680813659,-0.007030208038697182,0.0066310767123904275,-0.012740905594468842
4.229,-32.30347908626776,5.316860422949112,0.8141593843948962,2.6385434770762973e-05,0.5460326230461783,0.32715390889062895,0.25712999927713215,-0.005269771504534887,-0.00751156190718709,0.0069186067609310325,-0.013343799940931277
4.277,-24.599541394719825,6.682224128826281,0.8724315298703339,1.055417390830519e-05,0.540677881288484,0.3323171077579976,0.2578218441591349,-0.005616295875219803,-0.006902399978418173,0.006854640343389871,-0.013842242302680694
4.328,-18.431618782273727,7.3437522118361365,0.8995680442070039,4.221669563322076e-06,0.5486274296415126,0.3231342404291392,0.258807920485024,-0.006129814701781261,-0.006403237107674972,0.007140289689813571,-0.01394428954950147
4.377,-13.587324867766153,7.242214964073769,0.9117986367194901,1.6886678253288306e-06,0.5498384013764793,0.31886377777682545,0.2682023162987254,-0.0065073669167421775,-0.006485833339038804,0.006926555470499775,-0.012904084292425776
4.428,-79.16479298967569,1.783984646284945,0.7693441639306716,6.754671301315323e-07,0.5477722059941003,0.3253733061056674,0.26395881748926747,-0.006310002683350954,-0.005535411593618873,0.00609390675529084,-0.012216595871275668
4.476,-61.70507180878121,2.2998274679383717,0.8497085187027856,2.701868520526129e-07,0.551003728765301,0.316220767413643,0.2560250191724902,-0.0051166410084977805,-0.005289298848341015,0.005582463434199743,-0.013016451111043619
4.528,-47.58190090063182,1.5974124991296899,0.8441530180180894,0.0093465336080355,0.5461465287591551,0.31647307034088523,0.25635382676306395,-0.0051127740775805414,-0.004874730000184281,0.005588782632253061,-0.013340696986103625
4.58,-106.08930469110939,-1.8703191575286024,0.5533946095233208,0.10610225947364023,0.5613541456675837,0.3113379198101826,0.24818788540454223,-0.004311679904172255,-0.005898701704824849,0.0053306869026121,-0.012714823351628437
4.628,-82.87534491601036,-2.708356028281466,0.7449529921248936,0.18862773240273734,0.5589376495935114,0.3010271051420603,0.24417584425256408,-0.0031443881874400016,-0.0057904931809513276,0.0051667470561102035,-0.013137003818895569
